CONTROL,JAMMORT,JHELOCADD,JHELOCBAL,JHELOCLIM,JINTRATE,JLOANTYPE,JMISCPMT,JMORTADDTN,JMORTCLASS,JMORTLINE,JMORTTYPE,JPMTAMT,JPMTFREQ,JPMTONLY,JREFI,JREFICSH,JREFICSHAMT,JTAXPMT,AMMORT,REFI,MORTCLASS,MORTTYPE,TAXPMT,PMTONLY,MORTLINE,REFICSHAMT,MORTADDTN,HELOCLIM,REFICSH,HELOCBAL,HELOCADD,PMTFREQ,LOANTYPE,MISCPMT,PMTAMT,INTRATE
'11001210','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',390887,'2','1','2','2',2843,1,-6,-6,-6,'-6','-6','-6','1','1','2',1810,4.317
'11001218','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',234962,'2','1','1','1',883,1,-6,-6,-6,'-6','-6','-6','1','1','1',1361,2.624
'11001230','2','0','0','0','2','0','0','0','1','2','1','1','0','2','0','0','0','0',284482,'-9','1','1','-9',2025,1,-6,-6,-6,'-6','-6','-6','-9','1','2',1995,6.03
'11001256','0','0','0','0','2','0','0','0','0','0','0','0','0','0','0','0','0','0',-6,'-6','3','-6','-6',-6,1,-6,-6,86900,'-6','2','2','-6','3','2',-6,3.689
'11001265','2','0','0','0','2','0','0','0','0','0','0','1','0','2','0','0','0','0',443552,'1','1','1','2',2595,1,-6,-6,-6,'2','-6','-6','1','1','2',3272,6.498
'11001284','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',98972,'2','1','1','1',364,1,-6,-6,-6,'-6','-6','-6','1','1','1',700,2.263
'11001294','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',868763,'1','1','1','1',3213,1,-6,-6,-6,'2','-6','-6','1','1','1',4801,3.137
'11001294','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',-6,'-6','3','-6','-6',-6,2,-6,-6,416656,'-6','1','2','-6','3','2',1125,5.731
'11001297','2','0','0','0','2','0','0','0','0','0','0','1','0','2','0','0','0','0',467123,'2','1','1','2',2599,1,-6,-6,-6,'-6','-6','-6','1','1','2',2548,3.163
'11001313','2','0','0','0','2','0','0','0','1','2','1','1','0','2','0','0','0','0',230671,'-9','1','1','-9',2292,1,-6,-6,-6,'-6','-6','-6','-9','1','2',1539,3.901
'11001335','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',139450,'2','1','1','1',569,1,-6,-6,-6,'-6','-6','-6','1','1','1',1192,2.206
'11001352','2','0','0','0','2','0','0','0','0','0','0','1','0','2','0','0','0','0',152834,'1','1','1','1',899,1,-6,-6,-6,'2','-6','-6','1','1','2',1513,2.995
'11001377','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',159678,'2','1','2','1',668,1,-6,-6,-6,'-6','-6','-6','1','1','1',1356,3.397
'11001378','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',104122,'1','1','1','2',1185,1,-6,-6,-6,'2','-6','-6','1','1','2',1081,4.634
'11001384','2','0','0','0','2','0','0','0','1','2','1','1','0','2','0','0','0','0',94370,'-9','1','1','-9',629,1,-6,-6,-6,'-6','-6','-6','-9','1','2',751,7.89
'11001388','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',177286,'2','1','1','2',1110,1,-6,-6,-6,'-6','-6','-6','1','1','2',1015,3.94
'11001426','0','0','0','0','2','0','0','0','0','0','0','1','0','2','0','0','0','0',356847,'2','1','1','1',1401,1,-6,-6,-6,'-6','-6','-6','1','1','1',1898,3.109
'11001427','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',246678,'2','1','1','1',1011,1,-6,-6,-6,'-6','-6','-6','1','1','1',1192,3.244
'11001432','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0',98312,'2','1','1','1',443,1,-6,-6,-6,'-6','-6','-6','1','1','1',1638,3.912
'11001433','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',316814,'2','1','1','1',1340,1,-6,-6,-6,'-6','-6','-6','1','1','1',1898,3.181
'11001437','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',118075,'2','1','1','1',749,1,-6,-6,-6,'-6','-6','-6','1','1','1',1068,6.646
'11001444','2','0','0','0','0','0','0','0','0','0','0','1','0','2','0','0','0','0',271247,'1','1','1','1',1739,1,-6,-6,-6,'2','-6','-6','1','1','1',2459,2.284
'11001444','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',-6,'-6','3','-6','-6',-6,2,-6,-6,-9,'-6','2','2','-6','3','2',-6,6.841
'11001448','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',369324,'1','1','1','1',1823,1,51434,100,-6,'1','-6','-6','1','1','1',3806,2.301
'11001453','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',155659,'2','1','1','1',669,1,-6,-6,-6,'-6','-6','-6','1','1','1',1019,3.089
'11001457','2','0','0','0','2','0','0','0','1','2','1','1','0','2','0','0','0','0',243515,'-9','1','1','-9',1040,1,-6,-6,-6,'-6','-6','-6','-9','1','2',1048,3.314
'11001458','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',312540,'2','1','1','1',1485,1,-6,-6,-6,'-6','-6','-6','1','1','2',2102,3.434
'11001474','2','0','0','0','2','0','0','0','1','2','1','1','0','2','0','0','0','0',134742,'-9','1','1','-9',1279,1,-6,-6,-6,'-6','-6','-6','-9','1','2',1121,7.26
'11001477','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',860809,'1','1','1','1',3615,1,-6,-6,-6,'2','-6','-6','1','1','1',4697,2.567
'11001497','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',88389,'2','1','1','2',988,1,-6,-6,-6,'-6','-6','-6','1','1','1',466,9.814
'11001512','2','0','0','0','2','0','0','0','1','2','1','1','0','2','0','0','0','0',92914,'-9','1','1','-9',509,1,-6,-6,-6,'-6','-6','-6','-9','1','2',524,4.817
'11001518','2','0','0','0','2','0','0','0','0','0','0','1','0','2','0','0','0','0',922580,'1','1','1','1',4565,1,-6,-6,-6,'2','-6','-6','1','1','2',5640,3.56
'11001528','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',78771,'1','1','1','2',614,1,-6,-6,-6,'2','-6','-6','1','1','2',361,4.883
'11001529','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',270205,'1','1','1','1',1178,1,46432,1,-6,'1','-6','-6','1','1','1',1615,2.635
'11001538','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',831646,'2','1','1','1',5226,1,-6,-6,-6,'-6','-6','-6','1','1','1',2987,5.47
'11001546','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',354294,'2','1','1','1',1433,1,-6,-6,-6,'-6','-6','-6','1','1','1',1653,4.681
'11001553','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',186465,'2','1','1','1',882,1,-6,-6,-6,'-6','-6','-6','1','1','1',1235,4.98
'11001554','0','0','0','0','2','0','0','0','0','0','0','0','0','2','0','0','0','0',120913,'2','1','1','1',568,1,-6,-6,-6,'-6','-6','-6','1','1','1',509,3.717
'11001555','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',98570,'2','1','2','1',518,1,-6,-6,-6,'-6','-6','-6','1','1','1',858,4.941
'11001561','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',227664,'2','1','1','1',1373,1,-6,-6,-6,'-6','-6','-6','1','1','1',1996,1.323
'11001573','0','0','0','0','2','0','0','0','0','0','0','1','0','2','0','0','0','0',426510,'2','1','1','1',2376,1,-6,-6,-6,'-6','-6','-6','1','1','1',2605,5.579
'11001579','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',178982,'2','1','1','2',921,1,-6,-6,-6,'-6','-6','-6','1','1','1',1066,2.448
'11001585','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',43423,'1','1','1','1',249,1,-6,-6,-6,'2','-6','-6','1','1','1',687,4.796
'11001596','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',598159,'1','1','1','2',2289,1,-6,-6,-6,'2','-6','-6','1','1','2',2049,2.887
'11001605','2','0','0','0','2','0','0','0','1','2','1','1','0','2','0','0','0','0',255986,'-9','1','1','-9',1008,1,-6,-6,-6,'-6','-6','-6','-9','1','2',981,3.137
'11001611','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',315255,'1','1','1','1',1294,1,-6,-6,-6,'2','-6','-6','1','1','1',1684,3.166
'11001627','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',89471,'1','1','1','1',867,1,105423,12,-6,'1','-6','-6','1','1','1',2217,4.053
'11001628','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',541296,'1','1','1','1',2495,1,90164,78,-6,'1','-6','-6','1','1','1',4080,3.82
'11001633','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',96209,'2','1','1','1',414,1,-6,-6,-6,'-6','-6','-6','1','1','1',590,3.895
'11001641','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',378444,'1','1','1','2',1610,1,-6,-6,-6,'2','-6','-6','1','1','2',2005,2.647
'11001649','2','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',754656,'2','1','1','1',3202,1,-6,-6,-6,'-6','-6','-6','1','1','1',3446,3.621
'11001652','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',100559,'2','1','1','1',647,1,-6,-6,-6,'-6','-6','-6','1','1','1',759,6.192
'11001654','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',297637,'2','1','1','1',1561,1,-6,-6,-6,'-6','-6','-6','1','1','1',1822,5.091
'11001672','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',452861,'1','1','1','1',1125,1,-6,-6,-6,'2','-6','-6','2','1','1',2592,4.044
'11001679','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',166977,'1','1','1','1',781,1,-6,-6,-6,'2','-6','-6','1','1','1',1016,3.568
'11001689','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',187676,'2','1','1','1',833,1,-6,-6,-6,'-6','-6','-6','1','1','1',1105,3.408
'11001691','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',22548,'-6','2','1','2',378,1,-6,-6,-6,'-6','-6','-6','1','1','2',190,6.997
'11001705','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',216220,'2','1','2','1',1056,1,-6,-6,-6,'-6','-6','-6','1','1','1',1267,3.91
'11001712','2','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',478896,'1','1','2','1',3534,1,62008,34,-6,'1','-6','-6','1','1','1',2479,7.129
'11001713','0','0','0','0','2','0','0','0','0','0','0','0','0','2','0','0','0','0',172638,'1','1','1','1',692,1,-6,-6,-6,'2','-6','-6','1','1','2',875,2.781
'11001715','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',463954,'1','1','1','1',1289,1,-6,-6,-6,'2','-6','-6','1','1','1',1835,2.232
'11001724','2','0','0','0','2','0','0','0','0','0','0','1','0','2','0','0','0','0',41146,'2','1','1','2',154,1,-6,-6,-6,'-6','-6','-6','1','1','2',141,1.492
'11001735','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',167880,'1','1','1','1',1380,1,-6,-6,-6,'2','-6','-6','1','1','1',1950,3.692
'11001737','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',802566,'1','1','1','1',2109,1,-6,-6,-6,'2','-6','-6','1','1','1',4122,2.231
'11001740','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',532160,'1','1','1','1',2240,1,61707,81,-6,'1','-6','-6','1','1','1',2971,2.918
'11001741','2','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',147084,'1','1','1','1',1157,1,-6,-6,-6,'2','-6','-6','1','1','1',1599,4.221
'11001749','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','1',373300,'2','1','1','1',1202,1,-6,-6,-6,'-6','-6','-6','1','1','1',2122,2.992
'11001749','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','1',28082,'-6','2','1','2',649,2,-6,-6,-6,'-6','-6','-6','1','2','2',525,5.885
'11001778','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',190367,'2','1','1','1',767,1,-6,-6,-6,'-6','-6','-6','1','1','1',1706,3.095
'11001800','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',292294,'1','1','1','1',1864,1,-6,-6,-6,'2','-6','-6','1','1','2',1777,4.213
'11001801','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',241655,'2','1','1','2',504,1,-6,-6,-6,'-6','-6','-6','1','1','1',877,1.758
'11001817','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',292727,'2','1','1','2',1121,1,-6,-6,-6,'-6','-6','-6','1','1','2',1635,2.12
'11001820','2','0','0','0','2','0','0','0','1','2','1','1','0','2','0','0','0','0',63154,'-9','1','1','-9',318,1,-6,-6,-6,'-6','-6','-6','-9','1','2',289,4.294
'11001821','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',137021,'2','1','1','2',724,1,-6,-6,-6,'-6','-6','-6','1','1','2',680,4.064
'11001822','2','0','0','0','2','0','0','0','1','2','1','1','0','2','0','0','0','0',205439,'-9','1','1','-9',939,1,-6,-6,-6,'-6','-6','-6','-9','1','2',966,3.667
'11001838','2','0','0','0','2','0','0','0','0','0','0','0','0','2','0','0','0','0',187902,'1','1','1','-9',944,1,-6,-6,-6,'2','-6','-6','1','1','1',1731,5.084
'11001841','2','0','0','0','2','0','0','0','0','0','0','1','0','2','0','0','0','0',63344,'2','1','1','1',280,1,-6,-6,-6,'-6','-6','-6','1','1','1',1159,3.176
'11001868','2','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',114205,'1','1','2','1',749,1,-6,-6,-6,'2','-6','-6','1','1','1',1944,6.77
'11001869','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',154571,'2','1','1','1',1092,1,-6,-6,-6,'-6','-6','-6','1','1','1',1090,7.971
'11001885','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',206156,'2','1','1','1',806,1,-6,-6,-6,'-6','-6','-6','1','1','1',1354,2.662
'11001906','2','0','0','0','0','0','0','0','0','0','0','1','0','2','0','0','0','0',339496,'2','1','1','1',1691,1,-6,-6,-6,'-6','-6','-6','1','1','1',2339,5.346
'11001910','2','0','0','0','2','0','0','0','1','2','1','1','0','2','0','0','0','0',69685,'-9','1','1','-9',461,1,-6,-6,-6,'-6','-6','-6','-9','1','2',471,2.67
'11001913','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',181432,'2','1','1','1',761,1,-6,-6,-6,'-6','-6','-6','1','1','1',986,3.659
'11001925','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',28001,'1','1','1','1',85,1,42076,4,-6,'1','-6','-6','2','1','1',1932,3.293
'11001936','0','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',60856,'1','1','1','1',319,1,-6,-6,-6,'2','-6','-6','1','1','1',423,5.137
'11001960','2','0','0','0','2','0','0','0','1','2','1','1','0','2','0','0','0','0',15987,'-9','1','1','-9',56,1,-6,-6,-6,'-6','-6','-6','-9','1','2',56,2.296
'11001967','0','0','0','0','2','0','0','0','0','0','0','0','0','2','0','0','0','0',85335,'-6','2','1','2',474,1,-6,-6,-6,'-6','-6','-6','1','1','2',657,4.046
'11001988','2','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',168629,'1','1','1','1',680,1,-6,-6,-6,'2','-6','-6','1','1','1',795,4.006
'11001991','2','0','0','0','0','0','0','0','0','0','0','1','0','2','0','0','0','0',79985,'2','1','1','1',507,1,-6,-6,-6,'-6','-6','-6','1','1','2',801,7.513
'11001999','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',165502,'2','1','1','1',970,1,-6,-6,-6,'-6','-6','-6','1','1','1',1356,5.508
'11002005','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',373074,'1','1','1','1',2233,1,61232,0,-6,'1','-6','-6','1','1','1',2622,5.821
'11002010','2','0','0','0','2','0','0','0','0','0','0','0','0','2','0','0','0','0',367456,'2','1','1','1',1096,1,-6,-6,-6,'-6','-6','-6','1','1','1',2436,1.015
'11002040','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',301664,'1','1','1','1',1147,1,-6,-6,-6,'2','-6','-6','1','1','1',1535,2.688
'11002055','2','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',241378,'1','1','2','1',1617,1,-9,-9,-6,'1','-6','-6','1','1','1',1207,6.153
'11002058','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',391207,'1','1','1','2',1119,1,-6,-6,-6,'2','-6','-6','1','1','2',1545,3.744
'11002065','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',229296,'2','1','1','1',951,1,-6,-6,-6,'-6','-6','-6','1','1','1',2748,2.722
'11002066','2','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',231120,'1','1','1','1',1137,1,-6,-6,-6,'2','-6','-6','1','1','2',2037,3.848
'11002066','0','0','0','0','2','0','0','0','0','0','0','0','0','0','0','0','0','0',-6,'-6','3','-6','-6',-6,2,-6,-6,45047,'-6','1','1','-6','3','2',543,3.94
'11002070','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',198984,'1','1','1','1',652,1,-6,-6,-6,'2','-6','-6','1','1','1',1516,2.588
'11002086','2','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',95338,'1','1','1','2',574,1,-6,-6,-6,'2','-6','-6','1','1','2',1296,3.557
'11002097','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',160961,'2','1','1','1',811,1,-6,-6,-6,'-6','-6','-6','1','1','1',2089,4.368
'11002098','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',140089,'2','1','1','2',662,1,-6,-6,-6,'-6','-6','-6','1','1','1',1274,2.275
'11002103','0','0','0','0','2','0','0','0','0','0','0','0','0','2','0','0','0','0',91051,'2','1','1','1',291,1,-6,-6,-6,'-6','-6','-6','1','1','1',614,3.534
'11002112','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',367841,'2','1','1','1',1358,1,-6,-6,-6,'-6','-6','-6','1','1','1',3329,3.277
'11002113','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',40665,'2','1','2','1',235,1,-6,-6,-6,'-6','-6','-6','1','1','1',602,4.437
'11002123','2','0','0','0','2','0','0','0','1','2','1','1','0','2','0','0','0','0',409126,'-9','1','1','-9',2468,1,-6,-6,-6,'-6','-6','-6','-9','1','2',2354,4.891
'11002124','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',271923,'2','1','1','1',1264,1,-6,-6,-6,'-6','-6','-6','1','1','1',1441,3.277
'11002138','2','0','0','0','2','0','0','0','0','0','0','0','0','2','0','0','0','0',239995,'2','1','1','1',928,1,-6,-6,-6,'-6','-6','-6','1','1','1',1905,2.625
'11002148','2','0','0','0','0','0','0','0','0','0','0','1','0','2','0','0','0','0',201040,'2','1','1','1',1151,1,-6,-6,-6,'-6','-6','-6','1','1','2',1775,6.989
'11002154','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',6084,'2','1','2','1',36,1,-6,-6,-6,'-6','-6','-6','1','1','1',473,2.372
'11002159','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',310032,'1','1','1','1',1413,1,-6,-6,-6,'2','-6','-6','1','1','1',1883,4.532
'11002161','2','0','0','0','2','0','0','0','0','0','0','0','0','2','0','0','0','0',25015,'2','1','1','1',119,1,-6,-6,-6,'-6','-6','-6','1','1','2',2297,2.931
'11002167','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',194291,'2','1','1','1',909,1,-6,-6,-6,'-6','-6','-6','1','1','1',1805,4.136
'11002173','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',133483,'1','1','1','1',522,1,-6,-6,-6,'2','-6','-6','1','1','1',1826,2.459
'11002183','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','1',378238,'1','1','1','1',1742,1,-6,-6,-6,'2','-6','-6','1','1','1',1897,3.275
'11002183','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','1',52729,'2','1','1','2',243,2,-6,-6,-6,'-6','-6','-6','1','2','1',499,4.54
'11002187','2','0','0','0','2','0','0','0','1','2','1','1','0','2','0','0','0','0',132698,'-9','1','1','-9',578,1,-6,-6,-6,'-6','-6','-6','-9','1','2',618,3.282
'11002190','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',150219,'1','1','1','1',582,1,-6,-6,-6,'2','-6','-6','1','1','1',1320,2.762
'11002197','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',90371,'1','1','1','1',463,1,-6,-6,-6,'2','-6','-6','1','1','1',1755,3.926
'11002199','2','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',87553,'2','1','1','1',373,1,-6,-6,-6,'-6','-6','-6','1','1','2',680,2.957
'11002202','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',374143,'1','1','1','1',1607,1,67801,67,-6,'1','-6','-6','1','1','1',2145,2.586
'11002207','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',122680,'1','1','1','2',862,1,-6,-6,-6,'2','-6','-6','1','1','2',983,3.338
'11002208','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',177429,'2','1','1','2',927,1,-6,-6,-6,'-6','-6','-6','1','1','2',1053,4.144
'11002213','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',202056,'1','1','1','1',329,1,-6,-6,-6,'2','-6','-6','2','1','2',1148,2.377
'11002215','2','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',113366,'2','1','1','1',682,1,-6,-6,-6,'-6','-6','-6','1','1','1',1304,5.87
'11002228','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',240835,'1','1','1','2',1139,1,-6,-6,-6,'2','-6','-6','1','1','2',991,3.517
'11002230','0','0','0','0','2','0','0','0','0','0','0','0','0','2','0','0','0','0',126329,'1','1','1','1',492,1,-6,-6,-6,'2','-6','-6','1','1','1',963,2.971
'11002239','0','0','0','0','2','0','0','0','0','0','0','0','0','2','0','0','0','0',105246,'2','1','1','1',1148,1,-6,-6,-6,'-6','-6','-6','1','1','1',1245,8.955
'11002240','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',383141,'1','1','1','1',1623,1,-6,-6,-6,'2','-6','-6','1','1','2',2696,3.328
